Address   Disassembly                                                       String                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                               
50C4A472  mov ebx,league of leg.50CCE6A0                                    "no value"
50C4A491  mov ebx,league of leg.50CCEE24                                    "not a number in proper range"
50C4A4A0  mov ebx,league of leg.50CCEE48                                    "not a non-negative number in proper range"
50C4A4B1  push league of leg.50CCEE74                                       "invalid option '%%%c' to 'format'"
50C4A5F4  push league of leg.50CCE670                                       "__index"
50C4A693  push league of leg.50CCEFA8                                       "tostring"
50C4A7BE  push league of leg.50CCEFB4                                       "'tostring' must return a string to 'print'"
50C4A847  push league of leg.50CCDEA0                                       "C API - attempt to push a signaling NaN"
50C4A905  push league of leg.50CCEFF8                                       " 

	"
50C4A99A  push league of leg.50CCEFF8                                       " 

	"
50C4A9DF  mov ebx,league of leg.50CCEFE4                                    "base out of range"
50C4AB93  mov ebx,league of leg.50CCE01C                                    "value expected"
50C4ABD5  mov eax,league of leg.50CCF000                                    "__metatable"
50C4AC52  mov ebx,league of leg.50CCE788                                    "nil or table expected"
50C4AC6E  mov eax,league of leg.50CCF000                                    "__metatable"
50C4AC7E  push league of leg.50CCF00C                                       "cannot change a protected metatable"
50C4AD17  mov ebx,league of leg.50CCE01C                                    "value expected"
50C4AD5C  mov ebx,league of leg.50CCE01C                                    "value expected"
50C4ADE8  mov ebx,league of leg.50CCF030                                    "table or string expected"
50C4AE70  mov ebx,league of leg.50CCE01C                                    "value expected"
50C4AF34  mov ebx,league of leg.50CCE01C                                    "value expected"
50C4AF79  mov ebx,league of leg.50CCE01C                                    "value expected"
50C4AFD6  mov eax,league of leg.50CCEF90                                    "collect"
50C4B0FB  push league of leg.50CCDEA0                                       "C API - attempt to push a signaling NaN"
50C4B166  mov ebx,league of leg.50CCE01C                                    "value expected"
50C4B34C  push league of leg.50CCF04C                                       "__pairs"
50C4B45C  push league of leg.50CCF054                                       "__ipairs"
50C4B623  push league of leg.50CCF060                                       "too many nested functions"
50C4B628  push league of leg.50CCDFF8                                       "stack overflow (%s)"
50C4B6DF  push league of leg.50CCF07C                                       "reader function must return a string"
50C4B78F  mov dword ptr ss:[esp+C],league of leg.50CCF0A4                   "bt"
50C4B87F  mov edi,league of leg.50CCF0A8                                    "=(load)"
50C4BAB9  mov eax,league of leg.50CCF0B0                                    "assertion failed!"
50C4BABF  push league of leg.50CC9294                                       "%s"
50C4BC29  mov ebx,league of leg.50CCF0C4                                    "index out of range"
50C4BC91  mov eax,league of leg.50CCE00C                                    "stack overflow"
50C4BD75  mov ebx,league of leg.50CCE01C                                    "value expected"
50C4BE2D  mov ebx,league of leg.50CCE01C                                    "value expected"
50C4BF22  mov ebx,league of leg.50CCE01C                                    "value expected"
50C4BF98  push league of leg.50CCE1E0                                       "_G"
50C4BFE5  push league of leg.50CCF0D8                                       "Vmp 5.2"
50C4C00B  push league of leg.50CCF0E0                                       "_VERSION"
50C4C075  mov ebx,league of leg.50CCE01C                                    "value expected"
50C4C0BE  push league of leg.50CCF15C                                       "closed file"
50C4C0DD  push league of leg.50CCF15C                                       "closed file"
50C4C111  push league of leg.50CCF168                                       "file"
50C4C164  push league of leg.50CCF154                                       "FILE*"
50C4C1A1  push league of leg.50CCF170                                       "file (closed)"
50C4C1D5  push league of leg.50CCF180                                       "file (%p)"
50C4C266  mov ebx,league of leg.50CCF154                                    "FILE*"
50C4C2D2  mov ebx,league of leg.50CCF1AC                                    "_IO_output"
50C4C2F2  push league of leg.50CCF154                                       "FILE*"
50C4C304  push league of leg.50CCF18C                                       "attempt to use a closed file"
50C4C31E  push league of leg.50CCF154                                       "FILE*"
50C4C354  push league of leg.50CCF154                                       "FILE*"
50C4C379  push league of leg.50CCF154                                       "FILE*"
50C4C3B5  push league of leg.50CCF154                                       "FILE*"
50C4C46E  push league of leg.50CCF1B8                                       "cannot open file '%s' (%s)"
50C4C58C  push league of leg.50CCF1D4                                       "rwa"
50C4C5E7  mov ebx,league of leg.50CCF1D8                                    "invalid mode"
50C4C614  push league of leg.50CCF154                                       "FILE*"
50C4C839  push league of leg.50CCF1E8                                       "standard %s file is closed"
50C4C929  push league of leg.50CCF154                                       "FILE*"
